rgram,public_prob,generated_prob,signed_diff,abs_diff
4413213,0.00039841468038230885,0.0003980419026326284,3.727777496804704e-07,3.727777496804704e-07
4413014,0.00039441343825767313,0.0003940444042807712,3.6903397690192215e-07,3.6903397690192215e-07
0340041,0.0004604794330738135,0.00046084814394692825,-3.6871087311476144e-07,3.6871087311476144e-07
2132322,0.0010949883678985834,0.0010953565408033522,-3.6817290476878414e-07,3.6817290476878414e-07
1413422,0.0015799212676320677,0.0015802891810921505,-3.6791346008278013e-07,3.6791346008278013e-07
4413204,0.0003911255043841883,0.0003907595467713138,3.659576128745229e-07,3.659576128745229e-07
1342232,0.0020374985951330782,0.002037136358471812,3.622366612663838e-07,3.622366612663838e-07
1423214,0.0015521346614607127,0.0015524961043031594,-3.614428424466784e-07,3.614428424466784e-07
2322132,0.002138342271573981,0.0021387030239662366,-3.6075239225573374e-07,3.6075239225573374e-07
4134212,0.000699038253469021,0.0006986794596676112,3.587938014098027e-07,3.587938014098027e-07
3214132,0.0013613842057327128,0.0013617379631363491,-3.5375740363636533e-07,3.5375740363636533e-07
4134241,0.0006828627408135013,0.0006825122493813048,3.5049143219645883e-07,3.5049143219645883e-07
0040041,0.000820734481432067,0.0008203863165560172,3.481648760498288e-07,3.481648760498288e-07
4413121,0.0003650675982937009,0.0003647260218295943,3.415764641065953e-07,3.415764641065953e-07
1422322,0.001465375411255658,0.0014657166506255683,-3.412393699102345e-07,3.412393699102345e-07
4413223,0.0003638535442205314,0.0003635131036893299,3.4044053120151074e-07,3.4044053120151074e-07
2232214,0.0026042837816746774,0.0026046227422313133,-3.389605566358686e-07,3.389605566358686e-07
1342322,0.0019051714484825126,0.0019048327376012942,3.3871088121837506e-07,3.3871088121837506e-07
2321421,0.0020042710655198896,0.002004609199218704,-3.3813369881450714e-07,3.3813369881450714e-07
4204134,0.001782688363013065,0.0017830259669574858,-3.376039444207262e-07,3.376039444207262e-07
3221221,0.0012940823984057192,0.0012944186673498,-3.3626894408085063e-07,3.3626894408085063e-07
3422141,0.0009496467546005526,0.0009493136779821922,3.3307661836034976e-07,3.3307661836034976e-07
3421413,0.0009298091888741589,0.0009294830700317051,3.2611884245381875e-07,3.2611884245381875e-07
2130142,0.0009660655032997145,0.0009663903278850466,-3.2482458533209576e-07,3.2482458533209576e-07
0241321,3.604268742263595e-07,3.604125116760648e-08,3.24385623058753e-07,3.24385623058753e-07
2103400,0.0009626508996467508,0.0009629745761244114,-3.2367647766066206e-07,3.2367647766066206e-07
2323214,0.0019086401904165337,0.0019089621905583277,-3.220001417939943e-07,3.220001417939943e-07
2041342,0.0024728534281152304,0.002473175282354146,-3.2185423891545675e-07,3.2185423891545675e-07
0241312,3.569041240134162e-07,3.568899018402155e-08,3.212151338293947e-07,3.212151338293947e-07
2441340,0.0008026456766342711,0.000802327748007786,3.1792862648517394e-07,3.1792862648517394e-07
4232213,0.0016753366489645725,0.0016756539227363977,-3.1727377182520083e-07,3.1727377182520083e-07
4213400,0.0016579426616737363,0.0016582566413876432,-3.1397971390683885e-07,3.1397971390683885e-07
4221340,0.0016579426616737366,0.0016582566413876432,-3.13979713906622e-07,3.13979713906622e-07
3221322,0.0012074390551890688,0.0012077528097510888,-3.13754562019904e-07,3.13754562019904e-07
3422132,0.0008937237039437615,0.0008934102416298895,3.134623138720217e-07,3.134623138720217e-07
3232321,0.0012057777108640867,0.0012060910337236897,-3.1332285960303415e-07,3.1332285960303415e-07
2142324,0.0009270892832538883,0.0009274010026879968,-3.1171943410844213e-07,3.1171943410844213e-07
0232142,3.442987590301136e-07,3.442850391645972e-08,3.0987025511365386e-07,3.0987025511365386e-07
3241342,0.00118655833856804,0.0011868666672495004,-3.08328681460383e-07,3.08328681460383e-07
2413232,0.0007751897659985878,0.0007748827126813604,3.0705331722743253e-07,3.0705331722743253e-07
0042142,0.0007214352537337115,0.0007211292127163346,3.0604101737693405e-07,3.0604101737693405e-07
2322322,0.0018019534473500947,0.0018022574487372922,-3.0400138719744764e-07,3.0400138719744764e-07
1413232,0.0012944156650606079,0.0012947170933380007,-3.014282773927939e-07,3.014282773927939e-07
4004214,0.0009477646288365905,0.0009474639178860885,3.0071095050198185e-07,3.0071095050198185e-07
2134213,0.0008907818445648096,0.0008910813561841509,-2.995116193413392e-07,2.995116193413392e-07
3223214,0.0011525912439329783,0.0011528907462220379,-2.995022890595663e-07,2.995022890595663e-07
